epoch | target_train_loss | target_val_loss | target_val_acc | discrim_loss | discrim_acc
0 | 1.2352114724456718 | 2.719334005355835 | 0.226 | 0.4495938959959391 | 0.7970861486486487
1 | 2.2549416422843933 | 2.224645690100534 | 0.20257142857142857 | 0.16430292016751058 | 0.9691722972972973
2 | 3.017262443489985 | 2.5088560352325437 | 0.10671428571428572 | 0.22273116986695174 | 0.9153293918918919
3 | 3.412704164828729 | 3.0607966327667238 | 0.17685714285714285 | 0.13982161713411678 | 0.9598817567567568
4 | 4.03570726486521 | 2.1515153522491457 | 0.21485714285714286 | 0.16012724926946936 | 0.9406672297297297
5 | 4.309626976284412 | 2.4528900119236536 | 0.20742857142857143 | 0.07891936334655494 | 0.9788851351351351
6 | 5.078099339380177 | 2.5720198301587787 | 0.1742857142857143 | 0.1631529912151195 | 0.9446790540540541
7 | 4.934967896260253 | 2.6256189389910016 | 0.16942857142857143 | 0.05061202491256031 | 0.9896537162162162
8 | 5.831569466022176 | 3.1106557606288363 | 0.17985714285714285 | 0.04398765550875986 | 0.9860641891891891
9 | 6.378761553983076 | 2.54698374911717 | 0.132 | 0.017770182467191607 | 0.995777027027027
10 | 6.14252369556952 | 2.8282576490129743 | 0.18542857142857141 | 0.01669828881937507 | 0.995777027027027
11 | 5.876010046092742 | 2.5733250503540037 | 0.21014285714285713 | 0.024226032952601846 | 0.9949324324324325
12 | 6.061044863604624 | 2.860632249014718 | 0.20014285714285715 | 0.021070514704931428 | 0.9953547297297297
13 | 6.20515815927348 | 2.845636241367885 | 0.18914285714285714 | 0.021524918863449146 | 0.9934543918918919
14 | 6.797181693785781 | 2.672984561102731 | 0.1987142857142857 | 0.010416189778117917 | 0.9978885135135135
15 | 7.034781722847475 | 3.3553771651131767 | 0.16114285714285714 | 0.027197514858877135 | 0.9909206081081081
16 | 6.864858933545034 | 3.9650196925571985 | 0.15442857142857142 | 0.03627645365919012 | 0.9883868243243243
17 | 6.838444333557689 | 3.43312441771371 | 0.18942857142857142 | 0.02215522183482913 | 0.9928209459459459
18 | 7.051435785556058 | 3.578811440331595 | 0.17442857142857143 | 0.0215347595198231 | 0.9938766891891891
19 | 7.4342471175237534 | 2.9165653945377894 | 0.22228571428571428 | 0.020883867447893764 | 0.9934543918918919
20 | 8.012045497194343 | 3.4483192858014786 | 0.19371428571428573 | 0.015858575308418554 | 0.9938766891891891
21 | 7.6666762019516135 | 2.9111770169394355 | 0.26857142857142857 | 0.016177986369380174 | 0.9949324324324325
22 | 8.027443977670933 | 3.0697686497824535 | 0.2591428571428571 | 0.01479654695612152 | 0.995143581081081
23 | 7.727397533731723 | 4.3448224457332065 | 0.2057142857142857 | 0.01300714142318513 | 0.9961993243243243
24 | 7.700881739275171 | 4.06142141178676 | 0.22585714285714287 | 0.014122458155159964 | 0.9953547297297297
25 | 8.004053303954798 | 2.921978492464338 | 0.2792857142857143 | 0.01999187031666421 | 0.9921875
26 | 7.779635228148294 | 3.0669978226252965 | 0.28085714285714286 | 0.025249642332562723 | 0.9917652027027027
27 | 7.217498324332981 | 3.340966373171125 | 0.2934285714285714 | 0.01785442659732055 | 0.9938766891891891
28 | 8.22437823146855 | 3.0414823771885464 | 0.34114285714285714 | 0.016589267361858808 | 0.9940878378378378
29 | 8.095262431223459 | 3.980811495099749 | 0.25185714285714284 | 0.01245730443121362 | 0.9976773648648649
30 | 8.337217589037135 | 3.5041545175824846 | 0.25285714285714284 | 0.010886753786581795 | 0.9961993243243243
31 | 8.477043650565891 | 3.2147373529161727 | 0.2725714285714286 | 0.01243960512864932 | 0.995777027027027
32 | 8.732744523144643 | 3.0426958005087714 | 0.3018571428571429 | 0.015042586112080293 | 0.9966216216216216
33 | 8.747251357507269 | 3.270243594850813 | 0.3087142857142857 | 0.013323146579283717 | 0.9947212837837838
34 | 9.13983604448651 | 4.210045701708112 | 0.2865714285714286 | 0.018336232732729735 | 0.9930320945945946
35 | 7.970911030375629 | 4.331342389787946 | 0.2542857142857143 | 0.022737914117405545 | 0.9917652027027027
36 | 8.488284758471568 | 3.3836500797271727 | 0.2864285714285714 | 0.016459251363837236 | 0.9938766891891891
37 | 8.47429264138598 | 4.0312322229657855 | 0.2895714285714286 | 0.016155799276610785 | 0.9938766891891891
38 | 8.789300052397842 | 4.964138797760009 | 0.2542857142857143 | 0.02104571948419451 | 0.9919763513513513
39 | 8.645142222763202 | 4.378010719026838 | 0.24928571428571428 | 0.014416390111216822 | 0.995143581081081
40 | 8.860962242161461 | 4.107211494990757 | 0.28985714285714287 | 0.011945233054182216 | 0.995777027027027
41 | 9.300080133140634 | 3.750119179861886 | 0.2857142857142857 | 0.010390476984399799 | 0.9961993243243243
42 | 9.49666890310585 | 3.8306729798998154 | 0.28414285714285714 | 0.005728447472368291 | 0.9978885135135135
