epoch | classifier_loss | classifier_acc | source_val_loss | source_val_acc | target_val_loss | target_val_acc | critic_loss
0 | 1.0727788133358738 | 0.7803899082568807 | 0.4346802580356598 | 0.9175 | 2.596130735397339 | 0.168 | -810.8324584960938
1 | 0.27053892735494384 | 0.9301892201834863 | 0.19278869700431825 | 0.951 | 2.4837499265670777 | 0.2225 | -89.56251525878906
2 | 0.16764891564572623 | 0.9525516055045872 | 0.13894751977920533 | 0.9615 | 2.577555377960205 | 0.2625 | 151.08639526367188
3 | 0.13028599957533932 | 0.9641628440366973 | 0.12978944963216782 | 0.961 | 3.062799186706543 | 0.2185 | 388.25897216796875
4 | 0.12067823416186035 | 0.9678899082568807 | 0.15793197154998778 | 0.9705 | 2.421954298019409 | 0.2555 | -303.158203125
5 | 0.15571455472926482 | 0.9680332568807339 | 0.1478647668361664 | 0.969 | 2.7466902503967283 | 0.216 | -1096.9822998046875
6 | 0.1408638610342227 | 0.9688933486238532 | 0.13321588307619095 | 0.973 | 2.6839813747406005 | 0.236 | -979.464111328125
7 | 0.1232325686227291 | 0.9736238532110092 | 0.14705536580085754 | 0.9685 | 2.7511122207641603 | 0.231 | -934.2872314453125
8 | 0.11380972972977052 | 0.9731938073394495 | 0.1276813477575779 | 0.9755 | 2.696170862197876 | 0.235 | -835.4144287109375
9 | 0.0997491212681346 | 0.979644495412844 | 0.10632359158992767 | 0.9745 | 2.8409605598449708 | 0.2285 | -753.6089477539062
10 | 0.08955316689856556 | 0.9805045871559633 | 0.10421534162759781 | 0.977 | 2.7356340312957763 | 0.2325 | -685.845458984375
11 | 0.07853341835696216 | 0.9836582568807339 | 0.09760000330209732 | 0.976 | 3.02594974899292 | 0.2295 | -643.0227661132812
12 | 0.07158629245919372 | 0.9859518348623854 | 0.08082966829836369 | 0.978 | 2.993347520828247 | 0.233 | -600.1248168945312
13 | 0.06319962540180038 | 0.9895355504587156 | 0.0823879855722189 | 0.9795 | 2.9888076972961426 | 0.2355 | -558.0708618164062
14 | 0.05894399193380404 | 0.9899655963302753 | 0.08689116424322128 | 0.9785 | 3.1495236034393312 | 0.2285 | -532.1607666015625
15 | 0.0530009264758694 | 0.9909690366972477 | 0.08043032515048981 | 0.9785 | 3.3506066665649414 | 0.2045 | -503.5083312988281
16 | 0.047414108213686613 | 0.9932626146788991 | 0.0768528504371643 | 0.976 | 3.1776360931396486 | 0.2195 | -479.3172607421875
17 | 0.0436180437735598 | 0.994552752293578 | 0.07077863973379135 | 0.98 | 3.4539484367370608 | 0.228 | -460.9570007324219
18 | 0.039970897719127325 | 0.9949827981651376 | 0.07877966126799583 | 0.975 | 3.511831188201904 | 0.2165 | -440.2088928222656
19 | 0.03847146567401536 | 0.9948394495412844 | 0.08664018650352955 | 0.9745 | 3.5119875564575196 | 0.2545 | -430.0899963378906
20 | 0.03516840325548835 | 0.995269495412844 | 0.0694317376613617 | 0.9785 | 3.577642276763916 | 0.2245 | -417.68585205078125
21 | 0.030436492866810855 | 0.9975630733944955 | 0.07308864548802375 | 0.9745 | 3.459572681427002 | 0.2345 | -391.147705078125
22 | 0.02951522060849388 | 0.9969896788990825 | 0.07209015554189682 | 0.9755 | 3.7773564109802247 | 0.223 | -377.4173889160156
23 | 0.027146110294062064 | 0.9975630733944955 | 0.07401514536142349 | 0.977 | 3.7852086544036867 | 0.2195 | -374.70465087890625
24 | 0.02515034630057325 | 0.9982798165137615 | 0.07775080656632781 | 0.9725 | 3.756883773803711 | 0.2195 | -354.2156677246094
25 | 0.02274205945773956 | 0.9994266055045872 | 0.0757218691855669 | 0.974 | 3.7642506141662597 | 0.2305 | -337.970703125
26 | 0.021901897287184217 | 0.9994266055045872 | 0.06888507486879826 | 0.976 | 4.08255485534668 | 0.2315 | -324.3612060546875
27 | 0.02003681220951567 | 0.9992832568807339 | 0.07090985621511936 | 0.977 | 3.9330423889160158 | 0.221 | -317.80877685546875
28 | 0.0196593967309102 | 0.9982798165137615 | 0.09068163302540778 | 0.971 | 3.998726230621338 | 0.2045 | -307.88702392578125
29 | 0.01785794273446049 | 0.9998566513761468 | 0.09191050720214844 | 0.9675 | 4.14434232711792 | 0.2155 | -299.0581970214844
30 | 0.01837881815987169 | 0.9988532110091743 | 0.07336437031440436 | 0.976 | 4.05705492401123 | 0.2215 | -289.4367370605469
31 | 0.016619411908055937 | 0.9998566513761468 | 0.07258886019140481 | 0.976 | 4.1705952033996585 | 0.223 | -284.050048828125
32 | 0.015683032922583436 | 0.9998566513761468 | 0.07361912202835083 | 0.9745 | 4.076383640289307 | 0.2235 | -272.3915100097656
33 | 0.013953837339655249 | 1.0 | 0.07769309741258622 | 0.977 | 4.121698875427246 | 0.2175 | -259.860595703125
34 | 0.014234203689330078 | 0.9995699541284404 | 0.07418586066365242 | 0.9745 | 4.380789054870606 | 0.2035 | -257.04498291015625
35 | 0.012890830977794226 | 1.0 | 0.09477138870954513 | 0.969 | 4.47669987487793 | 0.207 | -243.40069580078125
36 | 0.014204909191936801 | 0.9997133027522935 | 0.0753556238412857 | 0.976 | 4.614385204315186 | 0.2105 | -251.99729919433594
37 | 0.011540114119170455 | 0.9997133027522935 | 0.07938978230953217 | 0.9735 | 4.187656351089478 | 0.209 | -233.2066192626953
38 | 0.010731271619763259 | 1.0 | 0.07451353937387467 | 0.978 | 4.447042285919189 | 0.204 | -220.69857788085938
39 | 0.014285088412104806 | 0.9988532110091743 | 0.08174429900944233 | 0.9725 | 4.485863349914551 | 0.228 | -233.1372833251953
40 | 0.012310255694826808 | 0.9995699541284404 | 0.08433059217035771 | 0.972 | 4.980260528564453 | 0.216 | -228.0135040283203
41 | 0.010286580135729676 | 0.9998566513761468 | 0.07410563239455223 | 0.974 | 4.821782089233398 | 0.2155 | -217.5308837890625
42 | 0.011562423235864951 | 0.9995699541284404 | 0.08392871314287186 | 0.972 | 4.659090625762939 | 0.2185 | -216.67079162597656
43 | 0.009600353499857384 | 1.0 | 0.07946399076282978 | 0.972 | 4.993395877838135 | 0.21 | -195.8787078857422
44 | 0.008441132283983153 | 1.0 | 0.08367789512872696 | 0.9735 | 4.788316562652588 | 0.2115 | -189.62661743164062
45 | 0.00825986197782219 | 1.0 | 0.08562544836103916 | 0.968 | 4.874391872406006 | 0.2135 | -184.37135314941406
46 | 0.007836272262908313 | 1.0 | 0.08708919090032577 | 0.971 | 4.9326281852722165 | 0.2085 | -176.52566528320312
47 | 0.00777912609185169 | 1.0 | 0.09045633251965046 | 0.9665 | 4.835415946960449 | 0.206 | -173.2322998046875
48 | 0.007462561614341487 | 1.0 | 0.0891776487827301 | 0.971 | 4.694196617126464 | 0.208 | -169.8252410888672
49 | 0.007680180777342768 | 1.0 | 0.08244978667795658 | 0.9715 | 5.123606258392334 | 0.214 | -169.4657745361328
50 | 0.008694298503441958 | 0.9997133027522935 | 0.09548517293483019 | 0.97 | 5.223543312072754 | 0.2 | -176.37698364257812
51 | 0.0074110763914319215 | 1.0 | 0.09132336046360433 | 0.972 | 5.37115051651001 | 0.211 | -162.14505004882812
52 | 0.0070146831914509105 | 1.0 | 0.09260667565464974 | 0.9695 | 5.4453062820434575 | 0.215 | -159.59788513183594
53 | 0.029638639417340244 | 0.9922591743119266 | 0.1300871815700084 | 0.9615 | 5.045974388122558 | 0.235 | -196.6684112548828
54 | 0.033379464059931425 | 0.9892488532110092 | 0.11216260819882154 | 0.9695 | 5.924508800506592 | 0.2365 | -251.05474853515625
55 | 0.013306597265876283 | 0.9978497706422018 | 0.0840676009953022 | 0.972 | 5.065915328979492 | 0.223 | -204.61619567871094
56 | 0.006608881071261173 | 1.0 | 0.08527570593357087 | 0.974 | 4.9260032234191895 | 0.212 | -165.5854949951172
57 | 0.005774555411702449 | 1.0 | 0.08107870689034462 | 0.973 | 5.188882606506348 | 0.21 | -152.50205993652344
58 | 0.005438257257642071 | 1.0 | 0.0885860669016838 | 0.9705 | 5.139103393554688 | 0.208 | -147.29397583007812
59 | 0.0051485442539352345 | 1.0 | 0.0859985426645726 | 0.9735 | 5.216450172424317 | 0.2035 | -141.10348510742188
60 | 0.004999223427949558 | 1.0 | 0.09277018383145333 | 0.9695 | 5.1220951156616215 | 0.206 | -137.80149841308594
61 | 0.004885220578700783 | 1.0 | 0.09900384970009327 | 0.969 | 5.406699531555176 | 0.199 | -133.57069396972656
62 | 0.0047917750721728995 | 1.0 | 0.08850803177058697 | 0.9715 | 5.425765798568726 | 0.2015 | -131.023681640625
