epoch | target_train_loss | target_val_loss | target_val_acc | discrim_loss | discrim_acc
0 | 3.551895157459679 | 5.156781869615827 | 0.28285714285714286 | 0.4750927598089785 | 0.784206081081081
1 | 2.2359788259234996 | 2.3020974445343017 | 0.11385714285714285 | 0.1599522313052738 | 0.9974662162162162
2 | 5.714074543856699 | 2.279416258130755 | 0.16942857142857143 | 0.004632627822748209 | 0.9997888513513513
3 | 7.303304269773151 | 2.2793398222242085 | 0.16028571428571428 | 0.0008796600277246152 | 1.0
4 | 8.636104356258288 | 2.317816338130406 | 0.10242857142857142 | 0.00025768351553926696 | 1.0
5 | 8.979578018188477 | 2.3177296989985874 | 0.10228571428571429 | 0.00018178339500131237 | 1.0
6 | 8.932712108717052 | 2.5490410894666398 | 0.10157142857142858 | 0.0002443015862907585 | 1.0
7 | 9.059605497832692 | 5.965924555642264 | 0.184 | 0.27566229024346656 | 0.8937922297297297
8 | 5.022103235262249 | 2.5153630123138426 | 0.1967142857142857 | 0.29898648220743684 | 0.8661317567567568
9 | 3.4158152112173377 | 3.0075140337262836 | 0.154 | 0.268497853766422 | 0.9039273648648649
10 | 2.391530283068845 | 3.46010732623509 | 0.23257142857142857 | 0.5045256280415767 | 0.8129222972972973
11 | 1.3597782276092318 | 2.803415899004255 | 0.09642857142857143 | 0.6340043359511608 | 0.7103040540540541
12 | 1.3773332631916082 | 2.6425055904388426 | 0.08385714285714285 | 0.32737562825550903 | 0.9271537162162162
13 | 1.7503795962814892 | 4.417421655382429 | 0.10442857142857143 | 0.7516107140360652 | 0.6602618243243243
14 | 2.3695931452745143 | 2.65061870602199 | 0.15642857142857142 | 0.7749723421560751 | 0.7388091216216216
15 | 1.2631549206348733 | 2.675476464680263 | 0.082 | 0.4503448408197712 | 0.8505067567567568
16 | 3.3100938457277937 | 5.7823996849060055 | 0.08814285714285715 | 1.477948131794865 | 0.6450591216216216
17 | 1.35697309249038 | 3.747382392883301 | 0.12828571428571428 | 0.5976068965486578 | 0.7126266891891891
18 | 1.4115466273159063 | 3.6175397270747593 | 0.13285714285714287 | 0.5831371167221585 | 0.7388091216216216
19 | 1.5647882477405968 | 2.911004716055734 | 0.2012857142857143 | 0.6383861585243328 | 0.7421875
20 | 1.8995427584976232 | 5.669536430903843 | 0.12957142857142856 | 0.5337816271427516 | 0.8013091216216216
21 | 1.4837354405210652 | 3.2755033852713447 | 0.11028571428571429 | 0.8781316683099076 | 0.5774915540540541
22 | 0.9494241492463908 | 3.735126522064209 | 0.10485714285714286 | 0.4570469219942351 | 0.862964527027027
23 | 1.3357849241396702 | 3.046212471280779 | 0.11714285714285715 | 0.6695573209105311 | 0.6653293918918919
24 | 1.7796160477563876 | 5.180221320561 | 0.12228571428571429 | 0.9271380691914946 | 0.6203547297297297
25 | 1.7058468851337738 | 6.845200509752546 | 0.057428571428571426 | 1.2143332289682853 | 0.42715371621621623
26 | 1.4091848274436565 | 2.989943813051496 | 0.26785714285714285 | 0.646062751074095 | 0.6644847972972973
27 | 0.9856712101796351 | 4.117257269178118 | 0.1372857142857143 | 0.6331419244005874 | 0.6579391891891891
28 | 1.206257319094938 | 5.557307895660401 | 0.15442857142857142 | 0.893743027706404 | 0.49028716216216217
29 | 1.3197286025099797 | 4.665312550136021 | 0.16914285714285715 | 0.9990207488472397 | 0.5456081081081081
30 | 1.158578477047999 | 3.8545242072514125 | 0.184 | 0.6435081402997713 | 0.6811655405405406
31 | 2.790760016769444 | 6.716860890524728 | 0.08628571428571429 | 1.0369861319258407 | 0.6262668918918919
32 | 1.4428114368828064 | 3.787398937225342 | 0.20385714285714285 | 0.6826937335568506 | 0.6558277027027027
33 | 1.2121318890414108 | 4.10371007347107 | 0.23214285714285715 | 0.7239044920818226 | 0.6456925675675675
34 | 1.0466344919773416 | 8.194356402805873 | 0.11328571428571428 | 0.6798281250773249 | 0.6243665540540541
35 | 1.343593775952628 | 3.5968424099513463 | 0.2362857142857143 | 1.110114168476414 | 0.44510135135135137
36 | 1.184533109905523 | 4.043773953301566 | 0.21557142857142858 | 0.6777348091473451 | 0.6744087837837838
37 | 2.0799857481903987 | 5.642342814309257 | 0.14757142857142858 | 0.7253715291216567 | 0.715793918918919
38 | 2.668880668801999 | 3.6629982659476146 | 0.18442857142857144 | 0.871561698816918 | 0.6190878378378378
39 | 2.7397992321794185 | 3.1345729133061 | 0.11842857142857142 | 0.8385923899508811 | 0.7774493243243243
40 | 2.4926255219573275 | 6.824472799573626 | 0.19385714285714287 | 0.644932023576788 | 0.8211570945945946
41 | 3.6710029960772315 | 6.783666417803083 | 0.08257142857142857 | 0.6162420547491795 | 0.8097550675675675
42 | 2.0954542695929153 | 3.2047364689963205 | 0.17742857142857144 | 0.25179487426538727 | 0.924831081081081
