epoch | target_train_loss | target_val_loss | target_val_acc | discrim_loss | discrim_acc
0 | 7.438470912200433 | 9.222525637958794 | 0.34379671150971597 | 0.1954695574068292 | 0.9107349537037037
1 | 15.835099502846047 | 18.60417564270445 | 0.2027902341803687 | 0.0037931438925658803 | 0.9993489583333334
2 | 20.489949455967658 | 7.83049664452234 | 0.30692575984055803 | 0.004335001116420177 | 0.9990596064814815
3 | 13.772749688890245 | 2.6251200147095637 | 0.4593921275535625 | 0.011812063245020842 | 0.9969618055555556
4 | 8.701126654942831 | 1.8950199172695181 | 0.43647234678624813 | 0.011934671998325805 | 0.9979021990740741
5 | 6.425072775946723 | 2.3326164702010144 | 0.3457897359242651 | 0.07900755965426841 | 0.9762008101851852
6 | 6.281364975152193 | 1.926753644748416 | 0.31988041853512705 | 0.06109798541378782 | 0.9845920138888888
7 | 7.476826107060468 | 1.955068444279099 | 0.3637269556552068 | 0.09992182003420398 | 0.9705584490740741
8 | 4.943869471549988 | 2.6956890737707484 | 0.1574489287493772 | 0.10863618969192936 | 0.9776475694444444
9 | 7.4590448008643255 | 3.5025587889705063 | 0.26955655206776286 | 0.1290051347330316 | 0.9603587962962963
10 | 5.635520056441978 | 3.2752289883699595 | 0.15495764823119082 | 0.11972939351539093 | 0.9741030092592593
11 | 5.717113887822187 | 2.8084059866376343 | 0.1489785749875436 | 0.03650486563263392 | 0.9947193287037037
12 | 9.538584444257948 | 3.4866856703071614 | 0.1878425510712506 | 0.03301339745909596 | 0.9931278935185185
13 | 9.317769041767827 | 3.28027947684337 | 0.17339312406576982 | 0.049399923628058146 | 0.9892939814814815
14 | 10.504348194157636 | 2.4703597398794996 | 0.1469855505729945 | 0.10037862967443222 | 0.9775028935185185
15 | 6.385870809908266 | 4.565603427407037 | 0.2501245640259093 | 0.15825785921576122 | 0.9587673611111112
16 | 5.903544518682692 | 3.556301162560068 | 0.08968609865470852 | 0.11364503215170568 | 0.96875
17 | 5.200690507888794 | 3.404054546451236 | 0.17638266068759342 | 0.05371206200302199 | 0.9884982638888888
18 | 5.083800430651064 | 4.328753368261743 | 0.10861983059292477 | 0.017150131414247746 | 0.9970341435185185
19 | 7.892560689537613 | 3.9736043599094986 | 0.12306925759840558 | 0.021398318522389874 | 0.99609375
20 | 6.921452420729178 | 2.461116552709286 | 0.19182859990034878 | 0.03710253478277958 | 0.9901620370370371
