epoch | train_loss | train_acc | val_loss | val_acc
0 | 1.8917422625753615 | 0.3269675925925926 | 1.8571018886566162 | 0.349
1 | 0.9461315351503866 | 0.7245370370370371 | 0.9708246231079102 | 0.707
2 | 0.6777267864456883 | 0.8119212962962963 | 0.7208138275146484 | 0.803
3 | 0.5637799578684347 | 0.83203125 | 0.6578544206619262 | 0.8125
4 | 0.48629021920539717 | 0.8631365740740741 | 0.6399236612319946 | 0.82
5 | 0.43850816510341784 | 0.8755787037037037 | 0.5935730319023133 | 0.841
6 | 0.38290181590451133 | 0.8907696759259259 | 0.5835484385490417 | 0.846
7 | 0.34339383824004066 | 0.8997395833333334 | 0.5697971162796021 | 0.842
8 | 0.32237312418443187 | 0.9052372685185185 | 0.6058195199966431 | 0.837
9 | 0.28714955046221063 | 0.9192708333333334 | 0.5887345037460328 | 0.8375
10 | 0.24943316645092434 | 0.9292534722222222 | 0.5778282499313354 | 0.8365
11 | 0.219509935627381 | 0.9396701388888888 | 0.5730200219154358 | 0.853
12 | 0.22167438116890412 | 0.9337384259259259 | 0.644280032157898 | 0.8405
13 | 0.18658627500688588 | 0.9429976851851852 | 0.6087900767326355 | 0.85
14 | 0.16421690307281636 | 0.9534143518518519 | 0.6218089065551757 | 0.847
15 | 0.1377009386541667 | 0.9668692129629629 | 0.6158689403533936 | 0.848
16 | 0.12419351700831342 | 0.9686053240740741 | 0.6486054339408874 | 0.8535
17 | 0.101462182968303 | 0.9746817129629629 | 0.6649394240379334 | 0.8505
18 | 0.08749757734713731 | 0.9785879629629629 | 0.6924486036300659 | 0.8505
19 | 0.08575079051984681 | 0.9765625 | 0.7290078477859497 | 0.8395
20 | 0.060666230507194996 | 0.9878472222222222 | 0.7429596672058105 | 0.853
21 | 0.07062584910265825 | 0.9822048611111112 | 0.806400948047638 | 0.846
22 | 0.04491715771318586 | 0.9926215277777778 | 0.8027714772224426 | 0.8455
23 | 0.03758130482984362 | 0.9955150462962963 | 0.8092317218780518 | 0.84
24 | 0.033875453044418934 | 0.99609375 | 0.8580292282104492 | 0.845
25 | 0.030931400704301067 | 0.9962384259259259 | 0.8688380322456359 | 0.848
26 | 0.019616933073848486 | 0.9985532407407407 | 0.8844070196151733 | 0.85
27 | 0.014933816726422973 | 0.9998553240740741 | 0.9169607229232788 | 0.845
28 | 0.011799861608004128 | 0.9995659722222222 | 0.9252595500946045 | 0.8535
29 | 0.008850528125616687 | 1.0 | 0.9740942363739014 | 0.8485
