epoch | target_train_loss | target_val_loss | target_val_acc | discrim_loss | discrim_acc
0 | 4.914496259348369 | 3.6014341669135397 | 0.2006760909649662 | 0.12437061446543318 | 0.9550469249201278
1 | 7.498620388474765 | 3.131781553152374 | 0.2407037492317148 | 0.024863381205816954 | 0.9920626996805112
2 | 7.865525379506603 | 2.6504250925306754 | 0.2733942839582053 | 0.014038453537661331 | 0.9955321485623003
3 | 8.440050678293886 | 2.782529632079506 | 0.26790104486785493 | 0.009684055185945223 | 0.9970297523961661
4 | 9.266079925040426 | 2.876814384437003 | 0.25119084204056547 | 0.00756767181569514 | 0.9973791932907349
5 | 9.652563590759147 | 4.1506565767486325 | 0.21677166564228642 | 0.00675823664985978 | 0.9976537539936102
6 | 9.392779630174504 | 3.5691604321180272 | 0.1845421020282729 | 0.004612569197322043 | 0.9984774361022364
7 | 10.059259948506554 | 4.750277610373189 | 0.1593039336201598 | 0.005071608886753503 | 0.9987020766773163
8 | 9.56871666496057 | 5.543059690495393 | 0.1972956361401352 | 0.008129899584191342 | 0.9973292731629393
9 | 10.033897290998233 | 4.761710005738506 | 0.16733251382913336 | 0.0071673540773387915 | 0.9974540734824281
10 | 9.949569529123215 | 3.9491660216870157 | 0.19210971112476952 | 0.00515229535473588 | 0.9983027156549521
11 | 10.248038476152125 | 3.5015371414365104 | 0.21892286416717885 | 0.00532604716182612 | 0.9983775958466453
12 | 10.860519150659648 | 4.210203988169627 | 0.1895359557467732 | 0.003638671905236741 | 0.9988019169329073
13 | 11.45438234172483 | 3.0071825984070912 | 0.18093116164720344 | 0.0020925165704502083 | 0.9994758386581469
14 | 11.496445299594354 | 2.9528159627756168 | 0.16057160417947142 | 0.0014686290466318877 | 0.9995257587859425
15 | 11.3462103301204 | 2.6045856508068606 | 0.12138905961893055 | 0.0010260556930134566 | 0.9995507188498403
16 | 12.233994716005112 | 2.726591751043534 | 0.1578441917639828 | 0.002384045606883713 | 0.9992262380191693
17 | 11.375170075651676 | 4.735878001566525 | 0.11804701905347265 | 0.0024495191274050135 | 0.9993260782747604
18 | 11.346401609504236 | 3.0200640210067853 | 0.14693454210202828 | 0.0021259024696121107 | 0.9993510383386581
19 | 11.381856447095677 | 2.6951969845132293 | 0.13206822372464658 | 0.00015767801779146773 | 0.9999750399361023
20 | 12.377017692924182 | 2.4244223168530783 | 0.1374078057775046 | 3.5075507998561706e-05 | 0.9999750399361023
